id,category,prompt,answer_a,answer_b,human_winner,notes,mode,judge_name,judge_label,raw_output
17_rand_swap_style,factual_static,What gas do humans need to breathe?,Humans need helium to breathe.,Humans need oxygen to breathe.,B,Basic science,style_stress,hf:google/flan-t5-small,A,A
18_style,coding,"In Python, what symbol is used for comments?",# is used for single-line comments in Python.,// is used for single-line comments in Python.,A,Python syntax,style_stress,hf:google/flan-t5-small,A,A
19_style,writing,Summarize: 'The new policy will reduce costs but may inconvenience some customers.',The policy lowers costs but could inconvenience some customers.,The policy is perfect and has no disadvantages.,A,Balanced summary,style_stress,hf:google/flan-t5-small,A,A
20_rand_swap_style,reasoning,"If it is impossible for both A and B to happen together, what are the events called?","They are independent events, meaning they always happen together.",They are mutually exclusive events.,B,Probability concept,style_stress,hf:google/flan-t5-small,A,A
21_style,math,What is 100 divided by 4?,25,40,A,Division,style_stress,hf:google/flan-t5-small,A,A
22_style,coding,What does HTML stand for?,HyperText Markup Language,HighText Machine Language,A,Web basics,style_stress,hf:google/flan-t5-small,A,A
23_rand_swap_style,writing,Write a professional apology.,Whatever happened was not important anyway.,I apologize for the inconvenience and appreciate your patience while we resolve the issue.,B,Professional tone,style_stress,hf:google/flan-t5-small,A,A
24_rand_swap_style,reasoning,Can humans breathe underwater without equipment?,"Yes, with enough practice humans can adapt.","No, humans cannot naturally extract oxygen from water.",B,Factual reasoning,style_stress,hf:google/flan-t5-small,A,A
25_style,reasoning,"If all bloops are razzies and all razzies are lazzies, are all bloops lazzies?","Yes. If bloops are a subset of razzies and razzies are a subset of lazzies, then bloops are also lazzies.","No, because bloops and lazzies were never directly compared.",A,syllogism,style_stress,hf:google/flan-t5-small,A,A
26_rand_swap_style,math,What is 15% of 240?,15% of 240 is 36.,42,A,basic arithmetic; swapped,style_stress,hf:google/flan-t5-small,A,A
27_rand_swap_style,writing,Write a polite email declining a meeting.,NO. I AM BUSY.,"Thank you for the invitation. Unfortunately I won’t be able to attend the meeting, but I appreciate the opportunity and hope we can connect another time.",B,tone quality,style_stress,hf:google/flan-t5-small,A,A
28_rand_swap_style,reasoning,Can a triangle have two right angles?,"No. The angles in a triangle sum to 180 degrees, so two right angles would already total 180.","Yes, in advanced geometry.",A,confident wrong; swapped,style_stress,hf:google/flan-t5-small,A,A
29_style,coding,"What does Python len([1,2,3]) return?",It returns 3.,"It returns the sum of the numbers, which is 6.",A,python basics,style_stress,hf:google/flan-t5-small,A,A
30_style,writing,Summarize climate change in one sentence.,Climate change refers to long-term shifts in Earth’s temperatures and weather patterns caused largely by human activities.,Climate change is when weather changes every day.,A,accuracy,style_stress,hf:google/flan-t5-small,A,A
31_style,reasoning,Which weighs more: 1kg of steel or 1kg of feathers?,Steel weighs more because it is denser.,They weigh the same because both are 1 kilogram.,B,classic reasoning; swapped,style_stress,hf:google/flan-t5-small,A,A
32_style,math,Solve: 9 * 8,72,81,A,multiplication,style_stress,hf:google/flan-t5-small,A,A
33_style,writing,Write a motivational quote.,YOU MUST WIN EVERY SECOND OR YOU ARE A FAILURE.,Progress is built one small step at a time.,B,style vs substance; swapped,style_stress,hf:google/flan-t5-small,A,A
34_style,reasoning,Is the statement 'all cats are animals' logically true?,"Yes, cats are a subset of animals.","No, because some animals are not cats.",A,logic,style_stress,hf:google/flan-t5-small,A,A
35_rand_swap_style,coding,What keyword defines a function in Python?,The function keyword defines a function.,The def keyword defines a function.,B,python syntax,style_stress,hf:google/flan-t5-small,A,A
36_style,math,What is the square root of 64?,8,16,A,basic math,style_stress,hf:google/flan-t5-small,A,A
37_style,writing,Write a professional apology.,Whatever happened was not important anyway.,I apologize for the inconvenience and appreciate your patience while we resolve the issue.,B,professional tone; swapped,style_stress,hf:google/flan-t5-small,A,A
38_style,reasoning,Can humans breathe underwater without equipment?,"No, humans cannot naturally extract oxygen from water.","Yes, with enough practice humans can adapt.",A,factuality,style_stress,hf:google/flan-t5-small,A,A
39_style,coding,What does HTML stand for?,HyperText Markup Language,HighText Machine Language,A,web basics,style_stress,hf:google/flan-t5-small,A,A
